ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間    1週間あたり【   】時間 (※半角数字で入力してください),予習・復習を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),学校の勉強以外を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間  1週間あたり【   】時間 (※半角数字で入力してください),勉強の計画を立てる時間  1週間あたり【   】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?
202,2025-02-12 15:21:54,2025-02-12 15:26:28,anonymous,,西京高等学校,高校1年生,高等学校,0／0,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,使っていない,あまりあてはまらない,あまりあてはまらない,使っていない,,10.0,4.0,1.0,0.0,0.5,どちらかというと反対である,反対である,反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である
203,2025-02-12 15:21:09,2025-02-12 15:26:57,anonymous,,西京高等学校,高校1年生,高等学校,3/10,1週間に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;しおり;,閲覧（えつらん）時間集計;最近はあまり使わない;,使用することがある,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,少しあてはまる,使っていない,あまり使い方などを習っていない,5.0,3.0,0.0,0.5,2.0,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと反対である
204,2025-02-12 15:17:44,2025-02-12 15:27:27,anonymous,,西京高等学校,高校1年生,高等学校,0/10,1週間に数回程度,外国語;,使いこなすことができた,URLリコメンド;マーカー;,ほとんど使ったことがない;,頻繁（ひんぱん）に使用している,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,マーカーを引こうとしたときに，たまに色の選択のパネルが出てくることがある。,6.0,10.0,10.0,0.05,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
205,2025-02-12 15:36:45,2025-02-12 15:40:59,anonymous,,西京高等学校,高校1年生,高等学校,0/0,ほとんど使用していない,国語;,まったく使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,4.0,5.0,9.0,2.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,質問の意味がわからない,質問の意味がわからない,賛成である
206,2025-02-12 08:45:08,2025-02-12 15:55:20,anonymous,,西京高等学校附属中学校,中学校2年生,中学校,1/11,1週間に数回程度,算数・数学;外国語;,使いこなすことができた,手書き;,理解度チェックダッシュボード;AI推薦（すいせん）;,頻繁（ひんぱん）に使用している,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,6.0,4.0,10.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である
207,2025-02-13 08:23:56,2025-02-13 08:30:19,anonymous,,西京中学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学;外国語;理科;美術;,使いこなすことができた,手書き;URLリコメンド;,AIエージェント（AI先生・Tammy等）;理解度チェックダッシュボード;,使用することがある,使用することがある,あまり使用しない,あまり使用しない,使用することがある,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,3.0,1.0,0.0,0.0,0.0,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,反対である,どちらかというと反対である,どちらかというと反対である,強く反対である
208,2025-02-13 06:54:29,2025-02-13 08:43:07,anonymous,,西京高等学校附属中学校,中学校2年生,中学校,1/10,1週間に数回程度,算数・数学;,使いこなすことができた,メモ;クイズ;,理解度チェックダッシュボード;クイズ集計;,頻繁（ひんぱん）に使用している,あまり使用しない,全く使用しない,全く使用しない,使用することがある,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,すぐに固まったりタイムアウトしてしまうので改善していただきたいです。,3.0,3.0,1.0,0.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,質問の意味がわからない
209,2025-02-14 18:14:50,2025-02-14 18:20:21,anonymous,,西京高等学校附属中学校,中学校2年生,中学校,2/0,ほぼ毎時間,算数・数学;外国語;,使いこなすことができた,URLリコメンド;メモ;,AI推薦（すいせん）;AIエージェント（AI先生・Tammy等）;,頻繁（ひんぱん）に使用している,使用することがある,使用することがある,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あまりあてはまらない,,3.0,9.0,3.0,1.0,1.0,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である
210,2025-02-18 09:34:19,2025-02-18 09:40:31,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,理科;国語;,あまり使いこなすことができなかった,ほとんど使ったことがない;,マーカー分析（ぶんせき）;,あまり使用しない,使用することがある,使用することがある,使用することがある,全く使用しない,あてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまる,少しあてはまる,あてはまる,あてはまる,少しあてはまる,少しあてはまる,,9.0,2.0,1.0,10.0,2.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である
211,2025-02-18 09:34:36,2025-02-18 09:41:23,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,国語;理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,,4.0,1.0,1.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
212,2025-02-18 09:34:52,2025-02-18 09:42:05,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,国語;理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,使用することがある,使用することがある,全く使用しない,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あてはまる,少しあてはまる,あてはまる,あてはまる,,9.0,1.0,2.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
213,2025-02-18 09:36:44,2025-02-18 09:42:11,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,国語;理科;,あまり使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,使用することがある,あまり使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,400.0,300.0,400.0,300.0,200.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
