ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),予習・復習を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),学校の勉強以外を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間 1週間あたり【 】時間 (※半角数字で入力してください),勉強の計画を立てる時間 1週間あたり【 】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?,is_combined_jhs_hs,school_geo_prefix,学校種_canon,学校名_canon,学年_canon,利用期間_years,利用期間_months,利用期間_total_months,level_filled_from_grade,needs_manual_level,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校)_canon,respondent_id
125,2025-02-12 08:30:48,2025-02-12 08:39:29,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,1週間に数回程度,算数・数学;外国語,使いこなすことができた,手書き;メモ;,ほとんど使ったことがない;,使用することがある,使用することがある,使用することがある,あまり使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あてはまる,少しあてはまる,少しあてはまる,あてはまる,あてはまらない,メモを保存するときに×を押しても閉じずに保存されないことがあるのでそこの修正をお願いします。,2.0,1.0,15.0,1.0,0.5,賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,124
126,2025-02-12 08:30:59,2025-02-12 08:39:32,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/11,1週間に数回程度,算数・数学;外国語,あまり使いこなすことができなかった,メモ;手書き;,AIエージェント(AI先生・Tammy等);メモ分析(ぶんせき);AI推薦(すいせん);,頻繁(ひんぱん)に使用している,あまり使用しない,全く使用しない,全く使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,1.0,9.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,2,11,35,False,False,西京中学校付属高等学校,125
127,2025-02-12 08:36:17,2025-02-12 08:39:38,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;外国語;国語;理科,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,あまりあてはまらない,特になし,5.0,2.0,3.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,126
128,2025-02-12 08:36:14,2025-02-12 08:39:40,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,してない,ほとんど使用していない,算数・数学,まったく使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,なぜブックロールを使わないといけないのか気になる,12.0,2.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,,,,False,False,西京中学校付属高等学校,127
129,2025-02-12 08:35:52,2025-02-12 08:39:47,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,1週間に数回程度,算数・数学;外国語,とてもうまく使いこなすことができた,メモ;URLリコメンド;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,使用することがある,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,,5.0,2.0,3.0,1.0,1.0,賛成である,賛成である,どちらかというと反対である,強く賛成である,強く賛成である,どちらかというと賛成である,強く賛成である,強く賛成である,強く賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,128
130,2025-02-12 08:31:20,2025-02-12 08:39:54,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,1週間に数回程度,算数・数学;外国語,使いこなすことができた,手書き;メモ;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,,0.5,5.0,7.0,2.0,0.5,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,129
131,2025-02-12 08:34:44,2025-02-12 08:39:56,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/5,1週間に数回程度,算数・数学,使いこなすことができた,手書き;メモ;マーカー;,マーカー分析(ぶんせき);AIエージェント(AI先生・Tammy等);,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,とても便利ですがセッションの期限が短かったり読み込みが重かったりするところは直してほしいです。,9.0,2.0,2.0,0.0,0.5,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,賛成である,賛成である,賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,5,17,False,False,西京中学校付属高等学校,130
132,2025-02-12 08:32:32,2025-02-12 08:39:58,anonymous,,西京高等学校付属中学校,中学校2年生,中学校,1/12,1週間に数回程度,算数・数学;外国語,あまり使いこなすことができなかった,メモ;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,使用することがある,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,システムを使わさせてもらっています。BookRollは授業の振り返りとしては便利です。しかし、多読の本を読んでも読んだと記録されなかったり、BookRollのサインインが自分のパスワードで入れずMoodleからいかないといけなかったりするのを改善してほしいです,6.0,3.0,3.0,1.0,0.6,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京高等学校付属中学校,中2,2,0,24,False,False,西京高等学校付属中学校,131
133,2025-02-12 08:34:02,2025-02-12 08:39:59,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,メモ;,AI推薦(すいせん);,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,,14.0,3.5,1.0,0.0,1.0,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,強く反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,132
134,2025-02-12 08:31:15,2025-02-12 08:40:08,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学,使いこなすことができた,URLリコメンド;メモ;手書き;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまる,あてはまる,ページを動く方法が色々あってわかりやすいです。しかし、一定の時間がたつとなぜか勝手に使えないようになってしまうので、もう少し長く持続して使えたらいいなと思います。,7.0,1.5,7.0,0.0,0.5,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,133
135,2025-02-12 08:34:17,2025-02-12 08:40:08,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,1週間に数回程度,算数・数学,使いこなすことができた,メモ;手書き;,閲覧(えつらん)時間集計;AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,5.0,14.0,0.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,134
